Numéro de série;Code_Guichet;Marque;Date d'installation;Type d'implantation;Modèle
48.384.797;202;NCR;2015-04-30T16:56:28+02:00;Externe;NCR 6626
48.385.397;114;NCR;2015-06-01T17:12:55+02:00;Centre commercial;NCR 6626
48.385.398;379;NCR;2018-02-12T12:30:21+01:00;Externe;NCR 6626
48.385.399;330;NCR;2015-05-20T13:46:38+02:00;Centre commercial;NCR 6626
48.385.401;164;NCR;2015-04-27T15:39:40+02:00;Interne;NCR 6626
48.385.402;355;NCR;2015-04-29T16:46:00+02:00;LSB;NCR 6626
48.385.403;214;NCR;2018-06-06T14:26:25+02:00;Externe;NCR 6626
48.385.404;354;NCR;2015-05-11T13:13:18+02:00;Externe;NCR 6626
48.385.405;463;NCR;2015-04-30T18:12:31+02:00;Interne;NCR 6626
49.010.507;493;NCR;2015-05-20T14:00:21+02:00;Externe;NCR 6625
49.010.564;167;NCR;2015-04-07T11:03:22+02:00;Externe;NCR 6625
49.010.565;170;NCR;2015-04-13T11:20:46+02:00;Externe;NCR 6625
49.010.566;147;NCR;2015-07-24T13:31:39+02:00;Hors site;NCR 6625
49.026.582;294;NCR;2015-06-25T17:25:53+02:00;Externe;NCR 6625
49.026.583;164;NCR;2015-07-24T13:29:14+02:00;Hors site;NCR 6625
49.026.590;667;NCR;2017-09-12T18:55:22+02:00;Externe;NCR 6626
49.026.592;288;NCR;2016-09-19T18:35:28+02:00;Externe;NCR 6625
49.027.852;495;NCR;2016-09-07T11:11:10+02:00;Externe;NCR 6625
49.028.872;217;NCR;2016-02-18T13:12:20+01:00;Externe;NCR 6625
49.028.873;375;NCR;2016-01-18T11:54:29+01:00;Externe;NCR 6625
51.145.425;325;NCR;2015-07-08T13:15:06+02:00;LSB;NCR 6626
51.145.426;182;NCR;2015-05-19T13:52:17+02:00;Externe;NCR 6626
51.145.427;364;NCR;2015-05-13T13:24:04+02:00;Externe;NCR 6626
51.145.428;704;NCR;2015-06-03T14:46:23+02:00;Externe;NCR 6626
51.145.524;200;NCR;2015-05-18T13:32:42+02:00;Interne;NCR 6626
51.145.855;343;NCR;2015-10-21T11:42:23+02:00;Interne;NCR 6626
51.145.856;129;NCR;2015-06-24T17:20:31+02:00;Externe;NCR 6626
51.145.857;225;NCR;2016-05-17T13:16:53+02:00;Interne;NCR 6626
51.145.859;126;NCR;2015-12-15T16:14:17+01:00;LSB;NCR 6626
51.145.860;202;NCR;2017-07-18T11:28:48+02:00;Externe;NCR 6626
51.145.861;392;NCR;2015-04-03T02:00:00+02:00;Interne;NCR 6626
51.145.862;175;NCR;2018-02-09T11:37:09+01:00;Externe;NCR 6626
51.145.863;669;NCR;2015-12-15T16:12:50+01:00;LSB;NCR 6626
51.145.870;263;NCR;2015-12-08T10:04:47+01:00;LSB;NCR 6626
51.146.118;381;NCR;2015-10-20T11:51:20+02:00;Interne;NCR 6626
51.146.119;102;NCR;2015-12-15T11:51:05+01:00;Externe;NCR 6626
51.146.121;224;NCR;2015-10-13T10:35:02+02:00;Interne;NCR 6626
51.311.462;202;NCR;2016-05-31T16:22:02+02:00;Interne;NCR 6626
51.311.586;474;NCR;2017-09-15T18:49:31+02:00;Externe;NCR 6626
51.311.587;711;NCR;2016-11-07T11:30:28+01:00;LSB;NCR 6626
51.311.588;165;NCR;2017-05-02T18:34:26+02:00;LSB;NCR 6626
51.311.592;483;NCR;2016-04-08T13:59:07+02:00;Interne;NCR 6626
51.311.593;300;NCR;2016-05-04T10:30:28+02:00;LSB;NCR 6626
51.311.595;174;NCR;2016-02-18T14:02:47+01:00;Interne;NCR 6626
51.311.596;164;NCR;2016-03-03T11:02:24+01:00;LSB;NCR 6626
51.311.597;392;NCR;2016-02-22T10:03:09+01:00;Interne;NCR 6626
51.311.598;360;NCR;2016-02-17T10:30:56+01:00;LSB;NCR 6626
51.311.599;154;NCR;2016-03-09T07:21:47+01:00;Interne;NCR 6626
51.313.866;211;NCR;2017-10-12T16:53:30+02:00;Externe;NCR 6626
51.313.867;164;NCR;2016-05-17T11:15:11+02:00;Interne;NCR 6626
51.314.071;181;NCR;2016-06-21T15:32:40+02:00;LSB;NCR 6626
51.314.072;402;NCR;2016-09-19T18:37:16+02:00;LSB;NCR 6626
51.991.597;152;NCR;2017-07-04T18:40:06+02:00;Centre commercial;NCR 6622
52.027.704;278;NCR;2017-02-24T12:42:38+01:00;LSB;NCR 6626
52.027.705;152;NCR;2017-08-29T02:00:00+02:00;LSB;NCR 6626
52.881.019;477;NCR;2017-12-05T11:02:58+01:00;Externe;NCR 6622
53.712.166;152;NCR;2017-11-07T16:55:49+01:00;Externe;NCR 6626
53.712.167;111;NCR;2018-01-31T10:04:24+01:00;Externe;NCR 6626
53.712.167;355;NCR;2018-06-01T19:14:42+02:00;Externe;NCR 6626
53.712.168;108;NCR;2017-12-11T14:31:22+01:00;Externe;NCR 6626
53.712.169;137;NCR;2018-03-21T11:03:16+01:00;Externe;NCR 6626
53.712.170;181;NCR;2017-12-19T15:11:15+01:00;Externe;NCR 6626
53.712.171;129;NCR;2017-12-11T13:22:52+01:00;Externe;NCR 6626
53.712.172;137;NCR;2017-11-27T12:01:27+01:00;Externe;NCR 6626
53.712.173;249;NCR;2017-11-03T11:31:23+01:00;Externe;NCR 6626
53.712.174;123;NCR;2017-10-10T18:30:36+02:00;Externe;NCR 6626
53.712.175;361;NCR;2017-09-26T18:35:10+02:00;Externe;NCR 6626
53.712.844;174;NCR;2018-02-22T16:05:14+01:00;Hors site;NCR 6626
53.712.845;806;NCR;2018-06-15T17:18:06+02:00;Hors site;NCR 6626
53.712.846;392;NCR;2018-06-06T13:35:34+02:00;Externe;NCR 6626
53.712.853;634;NCR;2018-03-14T15:49:13+01:00;Externe;NCR 6626
53.712.854;723;NCR;2018-05-24T11:58:46+02:00;Externe;NCR 6626
54.703.715;308;NCR;2018-09-25T13:14:26+02:00;Externe;NCR 6626
54.703.723;334;NCR;2018-07-06T15:58:35+02:00;Externe;NCR 6626
54.703.724;182;NCR;2018-07-16T16:10:05+02:00;Externe;NCR 6626
54.703.726;494;NCR;2018-11-06T08:41:04+01:00;Externe;NCR 6626
